Place_id,Title,Category,Distance,Rating,Price,Timing,Closed
TD-1330,Masha - The Record Room,Food,15,4.892217178,866,9:30–17:1288,Nil
TD-1331,Gulshan Dhaba,Food,10,4.17598142,660,9:30–17:1289,Nil
TD-1332,Sona Sweets Sri Udipi Restaurant,Food,0,4.630385363,605,9:30–17:1290,Nil
TD-1333,Nerdy Dino,Food,3,4.051400007,594,9:30–17:1291,Nil
TD-1334,The Dessert Studio,Food,25,4.730015793,758,9:30–17:1292,Nil
TD-1335,Grubhouse Cafe,Food,3,4.79419341,1092,9:30–17:1293,Nil
TD-1336,Pinjore,Food,18,4.512501317,607,9:30–17:1294,Nil
TD-1337,Jeet Restaurant,Food,14,4.756321886,861,9:30–17:1295,Nil
TD-1338,Burger Singh - Big Punjabi Burgers,Food,23,4.826946791,995,9:30–17:1296,Nil
TD-1339,South Indian Corner,Food,11,4.819996495,1653,9:30–17:1297,Nil
TD-1340,Brewtoast,Food,13,4.617392923,653,9:30–17:1298,Nil
TD-1341,Lama Kitchen,Food,7,4.538928193,738,9:30–17:1299,Nil
TD-1342,The Waffle Co.,Food,23,4.023139573,1245,9:30–17:1300,Nil
TD-1343,Sighri,Food,15,4.17322134,696,9:30–17:1301,Nil
TD-1344,Pizza King,Food,2,4.980731778,797,9:30–17:1302,Nil
TD-1345,Blues,Food,11,4.821497042,1416,9:30–17:1303,Nil
TD-1346,Grover Sweets,Food,2,4.882534731,1020,9:30–17:1304,Nil
TD-1347,Singh Chicken & Fish Corner,Food,10,4.206801123,1480,9:30–17:1305,Nil
TD-1348,KAP's Restro Bar & Cafe,Food,25,4.230724772,1696,9:30–17:1306,Nil
TD-1349,Super Snacks,Food,1,4.463442322,839,9:30–17:1307,Nil
TD-1350,The Belgian Waffle Co.,Food,9,4.847303072,1289,9:30–17:1308,Nil
TD-1351,The Calorie Kitchen,Food,18,4.909925587,553,9:30–17:1309,Nil
TD-1352,Zahra Restaurant & Cafe,Food,18,4.798058541,1051,9:30–17:1310,Nil
TD-1353,JW Lounge - JW Marriott New Delhi,Food,11,4.641648458,1199,9:30–17:1311,Nil
